Player,Nationality,Position,Team,Competition,Age,Born,Matches,Starts,Minutes,90s,Goals,Assists,G+A,G-PK,Penalty_Kicks_Made,Penalty_Kicks_Attempted,Yellow_Cards,Red_Cards,xG,npxG,xAG,npxG+xAG,Progressive_Carries,Progressive_Passes,Progressive_Passes_Received,Goals_per_90,Assists_Per_90,G+A_per_90,G-PK_per_90,G+A-PK_per_90,xG_per_90,xAG_per_90,xG+xAG_per_90,npxG_per_90,npxG+xAG_per_90,Shots,Shots_on_Target,Shots_on_Target_%,Shots_per_90,Shots_on_Target_per_90,Goals_per_Shot,Goals_per_Shot_on_Target,Distance,Free_Kicks,npxG_per_Shot,G-xG,npxG-xG,Passes_Completed,Passes_Attempted,Pass_Completion_%,Total_Pass_Distance,Total_Progressive_Distance,Short_Passes_Completed,Short_Passes_Attempted,Short_Pass_Completion_%,Medium_Passes_Completed,Medium_Passes_Attempted,Medium_Pass_Completion_%,Long_Passes_Completed,Long_Passes_Attempted,Long_Pass_Completion_%,xA,xA-xAG,Key_Passes,Final_Third_Passes,Passes_into_Penalty_Area,Crosses_into_Penalty_Area,Through_Balls,Switches,Crosses,Passes_Blocked,SCA,SCA_per_90,SCA_Pass_Live,SCA_Pass_Dead,SCA_Take_Ons,SCA_Shots,SCA_Fouled,SCA_Defense,GCA,GCA_per_90,GCA_Pass_Live,GCA_Pass_Dead,GCA_Take_Ons,GCA_Shots,GCA_Fouled,GCA_Defense,Tackles,Tackles_Won,Tackles_Defensive_3rd,Tackles_Middle_3rd,Tackles_Attacking_3rd,Dribblers_Tackled,Dribbles_Challenged,Dribblers_Tackled_%,Challenges_Lost,Blocks,Shots_Blocked,Interceptions,Tackles + Interceptions,Clearances,Errors,Touches,Touches_Defensive_Penalty_Area,Touches_Defensive_Third,Touches_Middle_Third,Touches_Attacking_Third,Touches_Attacking_Penalty_Area,Touches_Live_Ball,Take_Ons_Attempted,Take_Ons_Successful,Take_Ons_Success_%,Tackled_During_Take_On,Tackled_During_Take_On_%,Carries,Carries_Total_Distance,Carries_Progressive_Distance,Carries_Into_Final_3rd,Carries_Into_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Second_Yellow_Cards,Fouls_Committed,Fouls_Drawn,Offsides,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won_%
Diego,ESP,"FW,MF",Leganés,La Liga,24,2000,6,2,185,2.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.6,2,3,14,0.49,0.0,0.49,0.49,0.49,0.28,0.04,0.31,0.28,0.31,7,3,42.9,3.41,1.46,0.14,0.33,14,0,0.08,0.4,0.4,25,40,62.5,418,33,15,20,75.0,7,17,41.2,3,3,100.0,0.0,-0.1,2,2,0,0,0,1,3,1,3,1.46,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,3,0,65,2,3,23,39,10,65,2,0,0.0,2,100.0,36,197.0,40.0,0,0,6,1,48,0,4,6,2,0,0,0,1,10,13,43.5
Justin Diehl,GER,"FW,DF",Stuttgart,Bundesliga,20,2004,2,0,56,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,4,3,13,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,2,0,0.0,3.21,0.0,0.0,0.0,15,0,0.06,-0.1,-0.1,23,35,65.7,314,84,14,17,82.4,7,12,58.3,1,5,20.0,0.1,0.0,0,1,1,0,0,0,9,0,1,1.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,45,0,2,11,33,3,45,4,0,0.0,4,100.0,34,274.0,127.0,2,2,0,1,35,0,0,0,0,0,0,0,2,0,0,0.0
Bamba Dieng,SEN,FW,Angers,Ligue 1,24,2000,7,2,238,2.6,2,0,2,2,0,0,1,0,0.9,0.9,0.0,0.9,3,2,14,0.76,0.0,0.76,0.76,0.76,0.35,0.0,0.35,0.35,0.35,5,3,60.0,1.89,1.13,0.4,0.67,19,1,0.19,1.1,1.1,37,45,82.2,398,49,26,30,86.7,7,10,70.0,0,1,0.0,0.1,0.0,0,0,1,0,1,0,1,0,4,1.51,3,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0.0,0,1,0,0,2,3,0,73,3,7,22,44,11,73,8,1,12.5,7,87.5,40,171.0,84.0,2,1,8,2,59,0,4,5,0,1,0,0,1,4,10,28.6
Eric Dier,ENG,DF,Bayern Munich,Bundesliga,30,1994,4,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,57,58,98.3,940,290,28,28,100.0,25,26,96.2,4,4,100.0,0.0,0.0,0,7,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,1,0,0,1,3,0,65,4,20,43,3,0,65,1,1,100.0,0,0.0,38,235.0,113.0,1,0,0,0,44,0,0,0,0,0,0,0,3,4,0,100.0
Lucas Digne,FRA,DF,Aston Villa,Premier League,31,1993,11,11,841,9.3,0,2,2,0,0,0,3,0,0.5,0.5,2.4,2.9,5,15,48,0.0,0.21,0.21,0.0,0.21,0.06,0.26,0.31,0.06,0.31,6,1,16.7,0.64,0.11,0.0,0.0,19,2,0.09,-0.5,-0.5,355,463,76.7,5781,1829,182,199,91.5,144,187,77.0,22,51,43.1,1.8,-0.4,14,9,14,9,1,1,53,17,18,1.93,10,6,0,2,0,0,2,0,2,0,0,0,0,0,24,15,14,7,3,16,25,64.0,9,11,3,14,38,29,0,559,33,200,146,217,9,559,7,3,42.9,4,57.1,278,1114.0,448.0,4,1,5,6,313,0,12,5,2,0,0,0,34,9,12,42.9
Federico Dimarco,ITA,DF,Inter,Serie A,27,1997,12,12,955,10.6,1,2,3,1,0,0,1,0,1.3,1.3,3.6,4.9,16,31,107,0.09,0.19,0.28,0.09,0.28,0.12,0.34,0.46,0.12,0.46,26,8,30.8,2.45,0.75,0.04,0.13,20,3,0.05,-0.3,-0.3,423,559,75.7,7223,1864,213,243,87.7,161,205,78.5,41,87,47.1,2.5,-1.6,27,21,17,12,0,7,101,10,53,4.99,30,14,2,5,2,0,3,0,3,0,0,0,0,0,8,3,3,3,2,5,7,71.4,2,10,2,6,14,11,0,644,17,98,212,341,40,644,4,2,50.0,2,50.0,347,1431.0,845.0,18,3,10,2,442,0,7,7,6,0,0,0,33,3,5,37.5
Junior Dina Ebimbe,FRA,"MF,FW",Eint Frankfurt,Bundesliga,24,2000,6,3,281,3.1,0,1,1,0,0,0,0,0,0.9,0.9,0.9,1.8,5,3,27,0.0,0.32,0.32,0.0,0.32,0.28,0.3,0.58,0.28,0.58,8,0,0.0,2.56,0.0,0.0,0.0,16,0,0.11,-0.9,-0.9,68,107,63.6,1086,255,36,56,64.3,29,42,69.0,2,5,40.0,0.6,0.1,3,1,2,0,0,1,8,1,6,1.93,2,0,0,2,2,0,1,0,1,0,0,0,0,0,2,1,1,1,0,0,2,0.0,2,4,0,7,9,6,0,155,5,25,70,61,16,155,11,5,45.5,5,45.5,81,400.0,193.0,6,3,7,4,102,0,10,4,1,0,1,0,11,8,4,66.7
Eren Dinkçi,GER,MF,Freiburg,Bundesliga,23,2001,9,7,583,6.5,0,2,2,0,0,0,0,0,0.5,0.5,1.4,1.9,17,19,39,0.0,0.31,0.31,0.0,0.31,0.08,0.22,0.3,0.08,0.3,7,0,0.0,1.08,0.0,0.0,0.0,21,0,0.07,-0.5,-0.5,173,227,76.2,2409,579,95,109,87.2,61,76,80.3,6,15,40.0,0.8,0.6,16,13,7,2,1,1,9,10,27,4.16,22,0,2,1,2,0,3,0,3,0,0,0,0,0,12,7,3,6,3,3,13,23.1,10,10,1,4,16,1,0,293,2,24,150,126,15,293,12,7,58.3,5,41.7,148,973.0,504.0,13,3,15,7,189,0,4,4,1,1,0,0,33,4,7,36.4
Sinaly Diomande,CIV,DF,Auxerre,Ligue 1,23,2001,8,7,655,7.3,2,2,4,2,0,0,3,0,1.0,1.0,0.5,1.5,1,26,4,0.27,0.27,0.55,0.27,0.55,0.14,0.07,0.21,0.14,0.21,6,2,33.3,0.82,0.27,0.33,1.0,12,0,0.17,1.0,1.0,226,285,79.3,4270,2135,84,99,84.8,114,127,89.8,25,44,56.8,0.1,1.5,2,22,0,0,0,2,1,5,13,1.79,11,0,0,2,0,0,3,0,1,0,0,2,0,0,10,7,3,6,1,8,12,66.7,4,12,8,9,19,23,0,365,41,184,157,26,8,365,6,3,50.0,3,50.0,186,785.0,408.0,2,0,5,0,202,0,9,8,0,0,0,0,29,13,12,52.0
Lois Diony,FRA,FW,Angers,Ligue 1,32,1992,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,4,25.0,9,0,1,3,33.3,0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0,0,1,5,2,6,0,0,0.0,0,0.0,4,19.0,0.0,0,0,2,0,6,0,0,0,0,0,0,0,0,1,0,100.0
Issa Diop,FRA,DF,Fulham,Premier League,27,1997,7,4,393,4.4,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.3,0,12,1,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,3,1,33.3,0.69,0.23,0.0,0.0,9,0,0.09,-0.3,-0.3,210,244,86.1,4230,1618,59,66,89.4,128,139,92.1,22,37,59.5,0.0,-0.1,2,14,1,0,0,1,0,1,3,0.69,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,3,0,3,5,60.0,2,4,3,1,9,19,0,287,28,140,139,8,7,287,1,1,100.0,0,0.0,179,775.0,428.0,1,0,3,1,202,0,3,2,0,0,0,1,11,4,4,50.0
Sofiane Diop,FRA,"MF,FW",Nice,Ligue 1,24,2000,8,0,143,1.6,2,1,3,2,0,0,1,0,2.0,2.0,0.3,2.3,3,9,7,1.26,0.63,1.89,1.26,1.89,1.3,0.19,1.49,1.3,1.49,4,3,75.0,2.52,1.89,0.5,0.67,10,0,0.51,0.0,0.0,73,89,82.0,1090,387,38,43,88.4,24,28,85.7,4,9,44.4,0.5,0.7,6,6,3,0,1,0,4,1,12,7.66,7,2,0,1,2,0,3,1,1,1,0,0,1,0,3,3,1,0,2,0,3,0.0,3,3,0,2,5,2,0,112,5,14,56,43,6,112,5,2,40.0,3,60.0,61,299.0,101.0,5,0,3,3,74,0,6,3,0,0,0,0,15,1,1,50.0
Andy Diouf,FRA,MF,Lens,Ligue 1,21,2003,11,10,865,9.6,1,1,2,1,0,0,1,0,0.9,0.9,0.8,1.7,35,48,29,0.1,0.1,0.21,0.1,0.21,0.1,0.08,0.18,0.1,0.18,16,2,12.5,1.66,0.21,0.06,0.5,19,0,0.06,0.1,0.1,300,404,74.3,4012,1038,183,220,83.2,87,107,81.3,12,29,41.4,0.9,0.2,9,19,12,1,5,0,10,14,27,2.81,21,0,3,2,1,0,1,0,1,0,0,0,0,0,14,10,3,9,2,9,18,50.0,9,13,1,5,19,7,0,513,13,72,267,185,19,513,33,19,57.6,13,39.4,272,1817.0,1049.0,29,4,22,10,347,0,15,4,0,0,0,0,53,7,12,36.8
Assane Dioussé,SEN,MF,Auxerre,Ligue 1,27,1997,4,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,1,100.0,3.46,3.46,0.0,0.0,28,0,0.0,0.0,0.0,32,34,94.1,667,219,14,14,100.0,12,13,92.3,6,7,85.7,0.0,0.0,0,2,0,0,0,2,0,0,1,3.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0,0,0,0,1,1,0,37,2,8,25,5,0,37,0,0,0.0,0,0.0,27,156.0,48.0,1,0,0,0,29,0,3,1,0,0,0,0,3,0,0,0.0
Axel Disasi,FRA,DF,Chelsea,Premier League,26,1998,2,1,94,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,64,74,86.5,1011,433,33,35,94.3,26,28,92.9,4,8,50.0,0.0,0.0,0,2,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,3,33.3,2,1,0,1,2,3,0,83,6,40,39,4,0,83,1,1,100.0,0,0.0,46,255.0,84.0,0,0,1,0,55,0,0,0,0,0,0,0,3,0,1,0.0
Roman Dixon,ENG,DF,Everton,Premier League,20,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,11,19,57.9,205,111,6,8,75.0,4,8,50.0,1,3,33.3,0.0,0.0,0,3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,2,0,4,4,100.0,0,1,0,1,6,3,0,36,8,19,14,4,0,36,3,0,0.0,3,100.0,16,107.0,48.0,0,0,2,0,13,0,0,0,0,0,0,0,6,0,3,0.0
Álvaro Djaló,ESP,FW,Athletic Club,La Liga,25,1999,9,3,346,3.8,1,0,1,1,0,0,0,0,0.5,0.5,0.7,1.2,12,6,35,0.26,0.0,0.26,0.26,0.26,0.12,0.19,0.32,0.12,0.32,10,2,20.0,2.6,0.52,0.1,0.5,19,0,0.05,0.5,0.5,44,64,68.8,645,135,25,32,78.1,15,25,60.0,3,4,75.0,0.5,-0.7,3,5,3,2,0,1,6,1,8,2.07,3,0,1,1,3,0,1,0,0,0,0,0,1,0,2,1,1,1,0,0,2,0.0,2,1,0,1,3,1,0,119,0,5,41,76,14,119,18,8,44.4,9,50.0,79,511.0,286.0,13,4,16,7,92,0,11,6,3,0,0,0,8,6,9,40.0
Djené,TOG,DF,Getafe,La Liga,33,1991,12,12,947,10.5,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,6,26,4,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,3,0,0.0,0.29,0.0,0.0,0.0,18,0,0.03,-0.1,-0.1,263,354,74.3,4976,2155,106,130,81.5,122,153,79.7,33,61,54.1,0.5,-0.4,3,21,6,3,0,2,11,4,6,0.57,5,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,3,3,0,1,8,12.5,7,8,5,11,17,40,0,446,45,194,213,47,8,446,8,2,25.0,4,50.0,196,1142.0,576.0,2,0,3,2,193,0,13,8,0,0,0,0,40,19,11,63.3
Berat Djimsiti,ALB,DF,Atalanta,Serie A,31,1993,11,11,924,10.3,0,0,0,0,0,0,3,0,0.7,0.7,0.5,1.1,9,51,18,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.11,0.06,0.11,5,0,0.0,0.49,0.0,0.0,0.0,11,0,0.13,-0.7,-0.7,510,584,87.3,8979,2673,194,217,89.4,270,291,92.8,35,54,64.8,0.2,-0.5,3,32,3,0,0,2,2,4,10,0.98,7,0,0,3,0,0,2,0,2,0,0,0,0,0,24,14,12,12,0,12,14,85.7,2,12,8,19,43,35,1,692,51,287,339,67,12,692,3,1,33.3,0,0.0,339,1721.0,905.0,13,1,3,0,450,0,8,9,0,0,0,1,37,29,15,65.9
Ritsu Doan,JPN,FW,Freiburg,Bundesliga,26,1998,10,10,844,9.4,4,1,5,4,0,0,0,0,3.1,3.1,0.1,3.2,22,36,57,0.43,0.11,0.53,0.43,0.53,0.33,0.01,0.35,0.33,0.35,21,9,42.9,2.24,0.96,0.19,0.44,15,0,0.18,0.9,0.9,238,342,69.6,3720,1231,113,149,75.8,92,125,73.6,19,30,63.3,0.9,0.9,5,24,8,1,4,0,20,19,27,2.88,13,0,5,6,3,0,2,0,1,0,0,1,0,0,16,13,9,5,2,8,14,57.1,6,16,0,6,22,8,0,467,8,68,211,196,37,467,39,18,46.2,20,51.3,261,1434.0,664.0,17,10,15,19,329,0,5,13,1,0,0,0,35,7,12,36.8
Dodô,BRA,DF,Fiorentina,Serie A,26,1998,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.3,0.3,1.7,2.0,65,55,72,0.0,0.0,0.0,0.0,0.0,0.02,0.14,0.17,0.02,0.17,9,2,22.2,0.75,0.17,0.0,0.0,16,0,0.03,-0.3,-0.3,511,652,78.4,9396,2883,191,219,87.2,271,320,84.7,42,85,49.4,1.5,-1.7,15,37,16,10,2,0,60,23,33,2.75,25,0,1,2,5,0,3,0,1,0,0,0,2,0,12,9,6,3,3,8,15,53.3,7,10,3,16,28,22,0,778,36,200,338,253,26,778,49,21,42.9,21,42.9,475,3450.0,2022.0,36,12,22,8,497,0,5,18,1,2,0,0,63,5,5,50.0
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,26,1998,10,10,900,10.0,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.6,4,25,3,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,7,0,0.0,0.7,0.0,0.0,0.0,11,0,0.06,-0.4,-0.4,250,334,74.9,4416,1678,112,129,86.8,102,120,85.0,30,68,44.1,0.2,-0.2,3,16,2,2,1,1,3,6,11,1.1,5,0,0,3,2,1,1,0,0,0,0,1,0,0,14,9,7,5,2,6,9,66.7,3,14,5,12,26,27,0,426,35,213,182,32,16,426,1,1,100.0,0,0.0,217,1138.0,558.0,3,0,4,1,260,0,8,7,0,0,0,0,25,14,20,41.2
Matt Doherty,IRL,DF,Wolves,Premier League,32,1992,5,2,211,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,6,8,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.1,0.03,0.1,2,0,0.0,0.85,0.0,0.0,0.0,11,0,0.04,-0.1,-0.1,74,105,70.5,1262,285,34,42,81.0,34,51,66.7,6,9,66.7,0.1,-0.1,1,4,1,0,0,1,2,2,2,0.85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,2,0,4,5,80.0,1,4,1,2,10,8,0,135,13,49,55,33,5,135,1,1,100.0,0,0.0,52,183.0,68.0,2,0,3,1,62,0,0,1,0,0,0,0,9,5,2,71.4
Jeremy Doku,BEL,"FW,MF",Manchester City,Premier League,22,2002,8,5,407,4.5,1,1,2,1,0,0,0,0,0.4,0.4,1.2,1.6,66,19,83,0.22,0.22,0.44,0.22,0.44,0.09,0.27,0.36,0.09,0.36,10,3,30.0,2.21,0.66,0.1,0.33,19,0,0.04,0.6,0.6,174,219,79.5,2415,413,116,134,86.6,52,64,81.3,4,5,80.0,1.1,-0.2,9,1,15,1,3,0,20,12,21,4.66,17,1,2,1,0,0,1,0,1,0,0,0,0,0,9,4,2,3,4,1,3,33.3,2,4,0,0,9,1,0,292,1,10,61,229,43,292,46,22,47.8,13,28.3,211,2196.0,1443.0,30,25,13,12,240,0,2,9,2,0,0,0,18,0,0,0.0
Marc Domenech,ESP,FW,Mallorca,La Liga,18,2006,3,2,115,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,0,2,8,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,3,1,33.3,2.35,0.78,0.0,0.0,21,0,0.05,-0.1,-0.1,15,22,68.2,210,66,11,15,73.3,2,3,66.7,1,1,100.0,0.1,0.0,1,0,1,1,0,0,2,1,1,0.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,2,0,0,0,0,0,36,0,4,15,19,4,36,1,1,100.0,0,0.0,16,70.0,31.0,1,0,5,2,21,0,3,0,0,0,0,0,3,5,4,55.6
Benjamín Domínguez,ARG,FW,Bologna,Serie A,21,2003,1,1,62,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,0,8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,2,2,100.0,2.9,2.9,0.0,0.0,16,0,0.06,-0.1,-0.1,10,17,58.8,164,31,3,5,60.0,7,11,63.6,0,1,0.0,0.0,0.0,0,0,1,1,1,0,2,0,1,1.45,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,30,0,4,13,13,3,30,2,0,0.0,2,100.0,23,148.0,32.0,1,1,3,4,23,0,2,4,0,0,0,0,6,0,2,0.0
Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,23,2001,6,4,344,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,2,23,0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,2,1,50.0,0.52,0.26,0.0,0.0,8,0,0.05,-0.1,-0.1,261,297,87.9,4870,1736,75,79,94.9,163,180,90.6,15,28,53.6,0.1,0.0,1,18,0,0,0,1,0,1,2,0.52,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,3,0,4,7,57.1,3,4,4,4,11,22,0,340,30,138,191,11,2,340,0,0,0.0,0,0.0,203,984.0,577.0,6,0,1,0,238,0,2,3,0,0,0,1,7,11,2,84.6
Israel Domínguez,ESP,FW,Sevilla,La Liga,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2,2,100.0,24,0,1,1,100.0,1,1,100.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0.0,0,0.0,1,3.0,0.0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0.0
Nicolás Domínguez,ARG,"MF,FW",Nott'Ham Forest,Premier League,26,1998,9,6,520,5.8,0,0,0,0,0,0,3,0,0.7,0.7,0.0,0.8,7,24,7,0.0,0.0,0.0,0.0,0.0,0.12,0.01,0.13,0.12,0.13,8,3,37.5,1.38,0.52,0.0,0.0,17,0,0.09,-0.7,-0.7,241,286,84.3,3358,1053,145,163,89.0,73,85,85.9,8,14,57.1,0.3,0.0,2,23,2,0,1,0,1,3,8,1.38,5,1,0,1,1,0,0,0,0,0,0,0,0,0,20,10,7,9,4,11,19,57.9,8,14,4,9,29,11,0,358,14,89,174,98,9,358,2,0,0.0,2,100.0,153,519.0,269.0,4,2,4,3,202,0,9,5,0,0,0,0,30,7,5,58.3
Sergi Dominguez,ESP,DF,Barcelona,La Liga,19,2005,3,2,172,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,171,180,95.0,3171,1062,57,57,100.0,106,112,94.6,7,10,70.0,0.0,0.0,0,13,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0,0,0,3,4,7,0,191,13,69,121,3,0,191,0,0,0.0,0,0.0,127,569.0,284.0,1,0,0,0,157,0,2,0,0,0,1,0,8,1,3,25.0
Patrick Dorgu,DEN,"FW,DF",Lecce,Serie A,20,2004,11,11,940,10.4,2,0,2,2,0,0,1,1,2.3,2.3,0.9,3.2,33,27,58,0.19,0.0,0.19,0.19,0.19,0.22,0.08,0.3,0.22,0.3,22,4,18.2,2.11,0.38,0.09,0.5,19,0,0.1,-0.3,-0.3,267,348,76.7,4640,1311,120,140,85.7,121,145,83.4,22,41,53.7,0.5,-0.9,9,27,6,3,2,3,17,15,32,3.06,17,0,3,3,8,1,2,0,1,0,0,0,1,0,22,12,10,9,3,13,24,54.2,11,10,3,12,34,18,0,488,25,128,221,153,26,488,25,6,24.0,13,52.0,301,2089.0,1017.0,21,10,18,20,332,0,10,33,3,0,0,0,57,15,13,53.6
Niklas Dorsch,GER,MF,Augsburg,Bundesliga,26,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,22,26,84.6,342,77,12,12,100.0,9,12,75.0,1,1,100.0,0.0,0.0,0,1,0,0,1,0,1,1,1,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,29,1,3,18,8,0,29,1,0,0.0,1,100.0,15,57.0,32.0,1,0,0,0,21,0,0,2,0,0,0,0,2,0,0,0.0
Niklas Dorsch,GER,MF,Heidenheim,Bundesliga,26,1998,6,4,320,3.6,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.2,3,19,2,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,2,0,0.0,0.56,0.0,0.0,0.0,26,1,0.03,-0.1,-0.1,164,189,86.8,3029,975,63,65,96.9,71,77,92.2,20,32,62.5,0.3,-0.2,4,14,4,1,0,5,6,1,8,2.25,4,2,0,0,0,2,0,0,0,0,0,0,0,0,4,2,2,2,0,1,5,20.0,4,5,0,4,8,3,0,215,7,48,140,30,1,215,6,5,83.3,1,16.7,136,733.0,338.0,2,0,4,4,132,0,1,7,0,0,0,0,23,2,1,66.7
Alberto Dossena,ITA,DF,Como,Serie A,26,1998,11,11,958,10.6,0,1,1,0,0,0,0,0,0.5,0.5,0.4,0.9,2,25,0,0.0,0.09,0.09,0.0,0.09,0.04,0.04,0.09,0.04,0.09,9,3,33.3,0.85,0.28,0.0,0.0,12,0,0.05,-0.5,-0.5,502,571,87.9,9597,3191,162,176,92.0,286,303,94.4,46,73,63.0,0.1,0.6,1,23,0,0,0,2,1,5,6,0.56,4,0,1,1,0,0,1,0,0,0,0,1,0,0,15,8,12,3,0,6,11,54.5,5,8,5,11,26,52,1,676,86,344,318,17,11,676,3,2,66.7,1,33.3,393,1513.0,837.0,1,0,2,2,444,0,10,7,0,0,2,0,38,38,18,67.9
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,31,1993,9,8,650,7.2,0,0,0,0,0,0,0,0,0.5,0.5,0.4,0.8,8,24,18,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.12,0.06,0.12,5,1,20.0,0.69,0.14,0.0,0.0,14,0,0.09,-0.5,-0.5,219,266,82.3,3633,681,101,116,87.1,88,102,86.3,21,26,80.8,0.2,-0.4,10,15,5,0,0,1,6,10,18,2.49,16,0,0,1,0,1,1,0,0,0,0,0,0,1,12,6,7,5,0,4,4,100.0,0,11,3,3,15,5,0,318,10,86,153,83,10,318,6,4,66.7,2,33.3,157,757.0,342.0,6,0,3,6,191,0,12,2,5,0,0,0,41,12,6,66.7
